,id,timestamp,status_alert,status
0,0,2017-06-29 07:46:01.263,ALERT. You may be at rise for heart abnormalities,1
1,1,2017-06-29 07:47:01.344,ALERT. You may be at rise for heart abnormalities,1
2,2,2017-06-29 07:48:02.046,ALERT. You may be at rise for heart abnormalities,1
3,3,2017-06-29 07:49:03.637,ALERT. You may be at rise for heart abnormalities,1
4,4,2017-06-29 07:50:04.595,ALERT. You may be at rise for heart abnormalities,1
5,5,2017-06-29 07:51:06.578,ALERT. You may be at rise for heart abnormalities,1
6,6,2017-06-29 07:52:06.957,status is good,0
7,7,2017-06-29 07:53:10.426,status is good,0
8,8,2017-06-29 07:54:21.791,status is good,0
9,9,2017-06-29 07:55:26.585,status is good,0
10,10,2017-06-29 07:56:30.157,status is good,0
11,11,2017-06-29 07:57:30.614,status is good,0
12,12,2017-06-29 07:58:35.310,status is good,0
13,13,2017-06-29 08:00:09.999,status is good,0
14,14,2017-06-29 08:02:49.084,status is good,0
15,15,2017-06-29 08:04:01.050,status is good,0
16,16,2017-06-29 08:08:28.142,status is good,0
17,17,2017-06-29 08:09:28.242,status is good,0
18,18,2017-06-29 08:10:29.274,status is good,0
19,19,2017-06-29 08:11:34.879,status is good,0
20,20,2017-06-29 08:12:48.483,status is good,0
21,21,2017-06-29 08:14:28.505,status is good,0
22,22,2017-06-29 08:15:47.443,status is good,0
23,23,2017-06-29 08:16:50.708,status is good,0
24,24,2017-06-29 08:17:56.066,status is good,0
25,25,2017-06-29 08:18:59.328,status is good,0
26,26,2017-06-29 08:20:02.906,status is good,0
27,27,2017-06-29 08:21:09.432,status is good,0
28,28,2017-06-29 08:22:20.079,status is good,0
29,29,2017-06-29 08:23:25.408,status is good,0
30,30,2017-06-29 08:24:27.156,status is good,0
31,31,2017-06-29 08:25:28.553,status is good,0
32,32,2017-06-29 08:26:31.879,status is good,0
33,33,2017-06-29 08:27:38.732,status is good,0
34,34,2017-06-29 08:28:44.851,status is good,0
35,35,2017-06-29 08:29:59.049,status is good,0
36,36,2017-06-29 08:31:06.138,status is good,0
37,37,2017-06-29 08:32:48.906,status is good,0
38,38,2017-06-29 09:02:01.485,status is good,0
39,39,2017-06-29 09:03:03.495,status is good,0
40,40,2017-06-29 09:04:57.253,status is good,0
41,41,2017-06-29 09:06:00.068,status is good,0
42,42,2017-06-29 09:07:01.191,status is good,0
43,43,2017-06-29 09:11:56.776,status is good,0
44,44,2017-06-29 09:34:00.590,status is good,0
45,45,2017-06-29 09:35:04.377,status is good,0
46,46,2017-06-29 09:36:04.531,status is good,0
47,47,2017-06-29 09:37:13.987,status is good,0
48,48,2017-06-29 09:38:16.444,status is good,0
49,49,2017-06-29 09:39:17.841,status is good,0
50,50,2017-06-29 09:40:19.594,status is good,0
51,51,2017-06-29 09:41:21.711,status is good,0
52,52,2017-06-29 09:42:24.045,status is good,0
53,53,2017-06-29 09:43:46.973,status is good,0
54,54,2017-06-29 09:44:49.301,status is good,0
55,55,2017-06-29 09:45:51.638,status is good,0
56,56,2017-06-29 09:46:57.514,status is good,0
57,57,2017-06-29 09:47:59.403,status is good,0
58,58,2017-06-29 09:49:01.994,status is good,0
59,59,2017-06-29 09:50:12.594,status is good,0
60,60,2017-06-29 09:51:32.141,status is good,0
61,61,2017-06-29 09:52:32.874,status is good,0
62,62,2017-06-29 09:53:38.054,status is good,0
63,63,2017-06-29 09:54:40.964,status is good,0
64,64,2017-06-29 09:55:45.097,status is good,0
65,65,2017-06-29 09:56:49.410,status is good,0
66,66,2017-06-29 09:57:55.803,status is good,0
67,67,2017-06-29 09:59:23.618,status is good,0
68,68,2017-06-29 10:01:23.310,status is good,0
69,69,2017-06-29 10:02:24.716,status is good,0
70,70,2017-06-29 10:03:29.428,status is good,0
71,71,2017-06-29 10:04:34.735,status is good,0
72,72,2017-06-29 10:05:38.257,status is good,0
73,73,2017-06-29 10:06:40.522,status is good,0
74,74,2017-06-29 10:07:44.116,status is good,0
75,75,2017-06-29 10:09:01.512,status is good,0
76,76,2017-06-29 10:10:01.903,status is good,0
77,77,2017-06-29 10:11:02.439,status is good,0
78,78,2017-06-29 10:12:11.118,status is good,0
79,79,2017-06-29 10:13:51.434,status is good,0
80,80,2017-06-29 10:16:29.451,status is good,0
81,81,2017-06-29 10:17:33.187,status is good,0
82,82,2017-06-29 10:18:35.759,status is good,0
83,83,2017-06-29 10:19:37.222,status is good,0
84,84,2017-06-29 10:20:58.844,status is good,0
85,85,2017-06-29 10:21:59.343,status is good,0
86,86,2017-06-29 10:23:01.016,status is good,0
87,87,2017-06-29 10:24:04.353,status is good,0
88,88,2017-06-29 10:25:12.072,status is good,0
89,89,2017-06-29 11:04:00.988,status is good,0
90,90,2017-06-29 11:06:09.040,status is good,0
91,91,2017-06-29 11:07:10.224,status is good,0
92,92,2017-06-29 11:08:16.659,status is good,0
93,93,2017-06-29 11:09:18.782,status is good,0
94,94,2017-06-29 11:10:22.732,status is good,0
95,95,2017-06-29 11:11:25.219,status is good,0
96,96,2017-06-29 11:16:52.825,status is good,0
97,97,2017-06-29 11:17:53.854,status is good,0
98,98,2017-06-29 11:18:58.320,status is good,0
99,99,2017-06-29 11:24:49.788,status is good,0
100,100,2017-06-29 11:25:50.231,status is good,0
101,101,2017-06-29 11:27:01.071,status is good,0
102,102,2017-06-29 11:28:03.291,status is good,0
103,103,2017-06-29 11:29:10.721,status is good,0
104,104,2017-06-29 11:31:04.458,status is good,0
105,105,2017-06-29 11:32:15.069,status is good,0
106,106,2017-06-29 11:51:21.574,status is good,0
107,107,2017-06-29 11:54:16.781,status is good,0
108,108,2017-06-29 11:55:22.414,status is good,0
109,109,2017-06-29 11:56:24.953,status is good,0
110,110,2017-06-29 12:45:17.246,status is good,0
111,111,2017-06-29 12:46:26.385,status is good,0
112,112,2017-06-29 12:48:18.433,status is good,0
113,113,2017-06-29 12:50:02.139,status is good,0
114,114,2017-06-29 13:07:07.949,status is good,0
115,115,2017-06-29 13:09:34.614,status is good,0
116,116,2017-06-29 13:10:41.072,status is good,0
117,117,2017-06-29 13:11:42.598,status is good,0
118,118,2017-06-29 13:12:43.322,status is good,0
119,119,2017-06-29 13:13:44.484,status is good,0
120,120,2017-06-29 13:14:52.048,status is good,0
121,121,2017-06-29 13:15:52.453,status is good,0
122,122,2017-06-29 13:16:52.978,status is good,0
123,123,2017-06-29 13:19:08.854,status is good,0
124,124,2017-06-29 13:23:53.946,status is good,0
125,125,2017-06-29 13:27:12.567,status is good,0
126,126,2017-06-29 13:28:18.979,status is good,0
127,127,2017-06-29 13:29:30.626,status is good,0
128,128,2017-06-29 13:31:01.163,status is good,0
