,id,timestamp,status_alert,status
0,0,2017-06-29 07:46:01.263,ALERT. You may be at rise for heart abnormalities,1
1,1,2017-06-29 07:46:11.280,ALERT. You may be at rise for heart abnormalities,1
2,2,2017-06-29 07:46:21.289,ALERT. You may be at rise for heart abnormalities,1
3,3,2017-06-29 07:46:31.304,ALERT. You may be at rise for heart abnormalities,1
4,4,2017-06-29 07:46:41.317,ALERT. You may be at rise for heart abnormalities,1
5,5,2017-06-29 07:46:51.330,ALERT. You may be at rise for heart abnormalities,1
6,6,2017-06-29 07:47:01.344,ALERT. You may be at rise for heart abnormalities,1
7,7,2017-06-29 07:47:11.357,ALERT. You may be at rise for heart abnormalities,1
8,8,2017-06-29 07:47:21.370,ALERT. You may be at rise for heart abnormalities,1
9,9,2017-06-29 07:47:31.384,ALERT. You may be at rise for heart abnormalities,1
10,10,2017-06-29 07:47:42.722,ALERT. You may be at rise for heart abnormalities,1
11,11,2017-06-29 07:47:52.912,ALERT. You may be at rise for heart abnormalities,1
12,12,2017-06-29 07:48:03.036,status is good,0
13,13,2017-06-29 07:48:16.103,status is good,0
14,14,2017-06-29 07:48:26.196,status is good,0
15,15,2017-06-29 07:48:37.647,status is good,0
16,16,2017-06-29 07:48:54.352,status is good,0
17,17,2017-06-29 07:49:09.831,status is good,0
18,18,2017-06-29 07:49:23.871,status is good,0
19,19,2017-06-29 07:49:34.852,status is good,0
20,20,2017-06-29 07:49:51.928,status is good,0
21,21,2017-06-29 07:50:04.595,status is good,0
22,22,2017-06-29 07:50:16.259,status is good,0
23,23,2017-06-29 07:50:37.873,status is good,0
24,24,2017-06-29 07:50:48.157,status is good,0
25,25,2017-06-29 07:50:58.258,status is good,0
26,26,2017-06-29 07:51:16.672,status is good,0
27,27,2017-06-29 07:51:27.935,status is good,0
28,28,2017-06-29 07:51:40.027,status is good,0
29,29,2017-06-29 07:51:50.303,status is good,0
30,30,2017-06-29 07:52:01.598,status is good,0
31,31,2017-06-29 07:52:11.889,status is good,0
32,32,2017-06-29 07:52:31.281,status is good,0
33,33,2017-06-29 07:52:58.547,status is good,0
34,34,2017-06-29 07:53:10.426,status is good,0
35,35,2017-06-29 07:53:24.457,status is good,0
36,36,2017-06-29 07:53:41.656,status is good,0
37,37,2017-06-29 07:53:51.735,status is good,0
38,38,2017-06-29 07:54:03.810,status is good,0
39,39,2017-06-29 07:54:21.791,status is good,0
40,40,2017-06-29 07:54:46.173,status is good,0
41,41,2017-06-29 07:54:58.232,status is good,0
42,42,2017-06-29 07:55:12.297,status is good,0
43,43,2017-06-29 07:55:26.585,status is good,0
44,44,2017-06-29 07:55:48.088,status is good,0
45,45,2017-06-29 07:56:00.997,status is good,0
46,46,2017-06-29 07:56:21.847,status is good,0
47,47,2017-06-29 07:56:37.123,status is good,0
48,48,2017-06-29 07:56:47.413,status is good,0
49,49,2017-06-29 07:56:57.506,status is good,0
50,50,2017-06-29 07:57:30.614,status is good,0
51,51,2017-06-29 07:57:56.738,status is good,0
52,52,2017-06-29 07:58:21.066,status is good,0
53,53,2017-06-29 07:58:35.310,status is good,0
54,54,2017-06-29 07:58:59.118,status is good,0
55,55,2017-06-29 07:59:20.353,status is good,0
56,56,2017-06-29 08:00:09.999,status is good,0
57,57,2017-06-29 08:00:23.815,status is good,0
58,58,2017-06-29 08:00:44.939,status is good,0
59,59,2017-06-29 08:00:58.769,status is good,0
60,60,2017-06-29 08:02:49.084,status is good,0
61,61,2017-06-29 08:02:59.976,status is good,0
62,62,2017-06-29 08:03:15.250,status is good,0
63,63,2017-06-29 08:04:01.050,status is good,0
64,64,2017-06-29 08:08:28.142,status is good,0
65,65,2017-06-29 08:08:38.168,status is good,0
66,66,2017-06-29 08:08:48.182,status is good,0
67,67,2017-06-29 08:08:58.201,status is good,0
68,68,2017-06-29 08:09:08.210,status is good,0
69,69,2017-06-29 08:09:18.225,status is good,0
70,70,2017-06-29 08:09:28.242,status is good,0
71,71,2017-06-29 08:09:38.254,status is good,0
72,72,2017-06-29 08:09:48.267,status is good,0
73,73,2017-06-29 08:09:58.734,status is good,0
74,74,2017-06-29 08:10:11.880,status is good,0
75,75,2017-06-29 08:10:23.138,status is good,0
76,76,2017-06-29 08:10:37.384,status is good,0
77,77,2017-06-29 08:10:49.457,status is good,0
78,78,2017-06-29 08:11:10.670,status is good,0
79,79,2017-06-29 08:11:34.879,status is good,0
80,80,2017-06-29 08:11:46.004,status is good,0
81,81,2017-06-29 08:11:57.064,status is good,0
82,82,2017-06-29 08:12:07.222,status is good,0
83,83,2017-06-29 08:12:19.209,status is good,0
84,84,2017-06-29 08:12:33.249,status is good,0
85,85,2017-06-29 08:12:48.483,status is good,0
86,86,2017-06-29 08:12:59.080,status is good,0
87,87,2017-06-29 08:14:28.505,status is good,0
88,88,2017-06-29 08:14:51.609,status is good,0
89,89,2017-06-29 08:15:03.916,status is good,0
90,90,2017-06-29 08:15:22.820,status is good,0
91,91,2017-06-29 08:15:47.443,status is good,0
92,92,2017-06-29 08:15:58.604,status is good,0
93,93,2017-06-29 08:16:19.241,status is good,0
94,94,2017-06-29 08:16:41.412,status is good,0
95,95,2017-06-29 08:16:52.494,status is good,0
96,96,2017-06-29 08:17:04.255,status is good,0
97,97,2017-06-29 08:17:24.923,status is good,0
98,98,2017-06-29 08:17:37.876,status is good,0
99,99,2017-06-29 08:17:48.953,status is good,0
100,100,2017-06-29 08:18:06.156,status is good,0
101,101,2017-06-29 08:18:19.216,status is good,0
102,102,2017-06-29 08:18:33.469,status is good,0
103,103,2017-06-29 08:18:59.328,status is good,0
104,104,2017-06-29 08:19:09.785,status is good,0
105,105,2017-06-29 08:19:35.003,status is good,0
106,106,2017-06-29 08:19:47.521,status is good,0
107,107,2017-06-29 08:19:57.766,status is good,0
108,108,2017-06-29 08:20:08.052,status is good,0
109,109,2017-06-29 08:20:38.547,status is good,0
110,110,2017-06-29 08:20:48.641,status is good,0
111,111,2017-06-29 08:20:58.925,status is good,0
112,112,2017-06-29 08:21:09.432,status is good,0
113,113,2017-06-29 08:21:23.672,status is good,0
114,114,2017-06-29 08:21:39.703,status is good,0
